rec_idx,team_id,n_players,player_ids,player_names
146,251,35,140938|40898|31325|104837|114089|109122|63611|42542|125654|102910|108004|112453|114672|111129|119610|133271|30057|104737|108398|136049|104259|110733|118374|133270|133708|127047|136431|144637|108522|127095|142879|115182|139878|124850|142723,埃里克·厄尔施莱格尔|范德马雷尔|威廉·扬森|希德·特尔·阿维斯特|德扬戈·瓦默丹|西蒙·古斯塔夫松|约里斯·范奥弗里姆|亚当·马赫尔|奥斯曼·布赛义德|桑德尔·范德斯特雷克|希拉诺·克尔克|泰门·奈赫伊斯|马尔滕·帕埃斯|于斯廷·霍赫马|埃米尔·贝里斯特伦|托米·圣亚戈|乌尔比·埃曼努埃尔森|埃尔杰罗·埃利亚|巴尔特·拉姆塞拉|巴尔克|米蒙·马希|阿德里安·达尔毛|穆萨·西拉|法比安·德凯泽|霍韦林|克里斯托弗·马门吉|贝纳玛|克鲁伊维特|乔瓦尼·特鲁皮|希里安·莫科诺|莱蒙特·惠津|奥德修斯·维拉纳斯|戴维·范贝尔赫|穆罕默德·马拉希|希尔特曼
147,252,29,9167|59595|111265|132608|107312|138683|104341|139938|141194|126100|125370|60489|118357|126076|139937|142398|139939|132598|43185|47001|125886|136026|142870|140443|134700|144622|133101|116252|141193,雷姆科·帕斯维尔|里奇德利·巴佐尔|达尼尔霍·多希|托马什·哈耶克|埃拉扎尔·达萨|马克西米利安·维特克|松德雷·托龙斯塔德|达恩·胡伊斯曼|埃尔南德斯|希拉里·贡|卢瓦斯·奥庞达|耶伦·豪文|比拉尔·巴亚齐特|雅各布·拉斯穆森|恩佐·科内利塞|奥罗兹|米利翁·曼霍夫|图雷|托马斯·布伦斯|奥萨玛·坦纳内|乌萨马·达尔法卢|阿曼多·布罗雅|诺亚·俄亥俄|弗雷林|布兰登·里弗朗|范茨瓦姆|帕特里克·弗鲁赫|马图什·贝罗|努里·昌
148,254,30,40646|118206|132546|131096|131094|33994|130693|131099|127551|138498|118089|124767|131090|132609|138509|35080|133473|134701|131270|43187|132196|111993|126294|114589|124780|131092|139846|133696|110708|138510,科斯塔斯·兰普鲁|梅勒·默伦斯滕|肖恩·阿德沃耶|赛义德·巴卡里|保罗·夸斯滕|武农·阿尼塔|理查德·范德维恩|阿纳斯·塔希里|恩贡格|蒂伊斯·奥斯汀|西拉·索乌|米克·赫里姆|埃廷内·法森|蒂埃里·卢通达|卢克·武泰|汉斯·穆尔德|塞贝·奥古斯丁|雅辛·乌基里|穆拉德·埃尔·哈杜蒂|奥拉·约翰|莱内尔·达尼尔斯|斯托克斯|维塔列·达马什坎|图巴|拉斯·尼乌波尔特|尤里安·加里|奈杰尔·兰格拉斯|艾曼·阿希尔|詹姆斯·艾摩菲迪斯|戴维·米恩
149,255,31,118006|47678|122092|111165|138448|131272|122958|109335|126095|128022|133131|38456|115989|132981|9087|37429|139992|101795|124040|139995|132982|135119|132201|141493|114989|140256|42048|137483|141862|117366|122809,阿里亚内特·穆里奇|斯芬·范贝克|塞巴斯蒂安·霍尔门|莱罗伊·奥武苏|德里克·科恩|米凯·恩达伊希米耶|德里斯·萨迪基|波尔·利翁奇|谢·努内利|埃·帕弗利迪斯|克瓦西·弗里特|罗宾·鲁伊特|乔恩·布朗德尔|康纳·范登贝尔赫|乔登斯·彼得斯|范德海登|范登阿维特|弗雷克·海肯斯|塞拉西|韦斯利·斯皮林格斯|里克·祖伊德维克|戈尔克姆·萨拉姆|马茨·克勒特|舒特|范登博赫特|希普斯|米奎尔·内洛姆|扬·斯穆雷乌斯|阿隆·梅内利克|埃尔顿·卡班古|罗密尼
150,256,30,131237|126744|105989|132984|110458|114679|107425|140662|46219|119704|140480|113085|144639|46857|34820|127553|141962|46062|127195|46061|141215|44814|59934|46881|130598|141214|124521|132337|132985|122032,沙维尔·穆斯|托马斯·范德贝尔特|中山雄太|马克·杜埃|肯内特·帕尔|佩莱·克莱门特|里科·施特里德|费雷伊|米西德扬|曼努埃尔·本松|泰迪克|米克·豪普特迈耶|范德伦斯|托马斯·拉姆|布拉姆·范波伦|德斯坦·巴伊塞尔马尼|奇里诺|穆斯塔法·塞马克|赖因德斯|加斯帕·德罗斯特|拉吉尔|迈克·范德伊嫩|雷扎·古查内哈德|奈杰尔·贝尔特兰斯|萨姆·克斯滕|范登贝尔赫|范韦尔梅斯克肯|迪安·赫伊伯茨|亚尔诺·韦斯特曼|托马斯·比廷克
151,258,30,108373|118191|106958|106968|38706|102707|106974|103612|42432|133052|106977|63577|106957|45290|40640|100224|100350|135572|9242|40639|138335|127758|102290|138320|138325|100346|122905|138329|138331|142261,约金·埃兹基塔|乌奈·努涅斯|耶莱·阿尔瓦雷斯|伊尼戈·莱克|巴伦西亚加|乌奈·洛佩斯|米克尔·贝斯加|亚力克斯·贝伦格尔|伊瓦伊·戈麦斯|奥伊汉·桑塞特|阿谢尔·比利亚利夫雷|亚戈·埃雷林|乌奈·西蒙|伊尼戈·马丁内斯|奥斯卡·德马科斯|尤里|丹尼·加西亚|乌奈·文塞多尔|劳尔·加西亚|伊克尔·穆尼亚因|乔·莫尔西略|伊尼戈·比森特|威廉姆斯|朱伦·伯纳奥拉|艾托·帕雷德斯|卡帕|佩鲁·诺拉斯科亚因|贝纳特·普拉多斯|欧伊尔·萨拉加|威廉姆斯
152,259,34,9308|114628|103310|141636|38809|118065|63399|60879|131609|104054|126101|140440|109995|145797|131786|60529|143980|143981|114701|45288|108746|126343|141576|60422|141038|145628|110760|128156|126703|63193|114968|131612|102698|118066,迭戈·洛佩斯|费尔南多·卡莱罗|莱昂德罗·卡夫雷拉|奥马尔·埃尔希拉利|迪达克·比拉|波尔·洛萨诺|戴维·洛佩斯|阿德里安·恩巴尔巴|尼科·梅拉梅德|劳尔·德托马斯|朗德里·迪马塔|福图尼奥|刘易斯·洛佩斯|鲁本·萨兹|普约尔|达德尔|亚历杭德罗|戈里|梅伦多|巴迪略|马蒂亚斯·巴尔加斯|祖布迪|马克思·斯文松|奥耶尔|琼·加西亚|伊克尔·皮埃德拉|米格隆|奥斯卡·希尔|阿德里亚·佩德罗萨|弗兰·梅里达|凯迪·巴雷|乔弗雷·卡拉斯|武磊|哈维尔·普阿多
153,260,40,102068|133634|63581|133159|112794|100035|128417|114657|45292|109957|109999|108075|141521|142854|145788|133160|130468|144569|145789|126445|142264|41156|145790|133158|143871|110150|41975|103867|140354|100307|133161|140357|128173|140356|125000|138388|140582|63372|101882|134695,达尼·巴里奥|胡安德·里瓦斯|洛班|伊斯梅尔·卡萨斯|何塞·马托斯|霍萨贝德|克里斯蒂安·罗德里格斯|路易斯·穆尼奥斯|雅伊罗·桑佩罗|亚尼斯·拉赫马尼|卡耶·金塔尼亚|胡安·索里亚诺|斯特林霍姆|安德烈斯·卡罗|安吉尔·雷西奥|克里斯托|穆罕默德·本赫马萨|罗伯托·费尔南德斯|克里斯蒂安·德尔加多|华金·穆尼奥斯|海坦|斯特凡·什切波维奇|比拉尔·瓦查拉夫|冈萨洛·克雷塔斯|米格尔·德拉奥萨|梅西亚斯|亚历山大·冈萨雷斯|伊万·卡莱罗|亚历杭德罗·贝尼特斯|阿尔韦托·埃斯卡西|拉蒙·恩里克斯|米尼|希沙姆·布塞菲亚内|丰巴|胡安·迪亚斯|戴维·拉鲁维亚|热苏斯·霍伊斯|巴勃罗·查瓦里亚|奥兰多·萨|朱利奥·马丁内斯
154,261,34,114314|100219|109109|128132|107495|132746|46788|112528|116574|118272|114758|110324|128135|110387|110476|44415|131667|107543|112503|106907|112022|46779|104307|106888|138239|138559|138390|142855|140363|128134|138061|131172|59632|109946,科克|马丁·瓦尔延特|赖略|弗兰·加梅斯|布里安·奥利万|亚历山大·塞德拉尔|路易斯·德加拉雷塔|费瓦斯|霍尔迪·姆布拉|维克托·莫列霍|卡多纳|米克尔·帕雷拉|佛朗哥·鲁索|霍安·萨斯特雷|布里安·库夫雷|萨尔瓦·塞维利亚|安东尼奥·桑切斯|穆里洛|达尼·罗德里格斯|儒尼奥尔·拉戈|阿马特·迪迪乌|阿尔瓦罗·希门尼斯|阿夫东·普拉茨|马诺洛·雷纳|利奥·罗曼|佩雷·加西亚|弗朗西斯科·冈萨雷斯|乔塞普·盖伊|伊万·布拉沃|巴巴|卢卡·罗梅罗|恩佐·隆巴尔多|亚历山大·特拉伊科夫斯基|亚历克斯·洛佩斯
155,263,31,108602|103455|104415|116143|131335|107451|38815|41020|46835|104417|128073|9379|104250|37511|42464|112988|128155|103815|130037|47406|103453|35097|60657|128180|140364|131382|138016|138334|105089|110303|128181,胡安·佩雷斯|乌奈·加西亚|大卫·加西亚|纳乔·维达尔|马努·桑切斯|卢卡斯·托罗|奥耶尔|伊尼戈·佩雷斯|罗伯托·托雷斯|基克·巴尔哈|恩里克·加列戈|鲁本|塞尔希奥·埃雷拉|法昆多·龙卡利亚|霍纳斯·拉马略|阿里达内·埃尔南德斯|胡安·克鲁斯|达尔科·布拉沙纳茨|蒙卡约拉|鲁文·加西亚|霍纳坦·罗德里格斯|阿德里安·洛佩斯·阿尔瓦雷斯|乔纳森·卡列里|伊万·马丁内斯|豪尔赫·赫兰多|扎巴特|艾马尔·奥罗斯|亚西尔·科尔多瓦|路易斯·阿维拉|安特·布迪米尔|哈维·马丁尼兹
156,264,0,,
157,265,33,45383|110784|60485|58829|46649|40429|103656|45334|45267|45255|114238|57133|125032|42872|110526|7327|36774|36625|47261|42630|117996|101071|38491|134696|141714|103268|141880|103317|138062|141715|125013|138015|141838,托马什·瓦茨利克|朱勒·孔德|卡里米·瑞基|阿莱克斯·比达尔|埃斯库德罗|内马尼亚·古德利|霍安·霍尔丹|佛朗哥·巴斯克斯|苏索|卢卡斯·奥坎波斯|优素福·恩尼西里|亚辛·布努|哈维·迪亚斯|塞尔吉·戈麦斯|若里·尼亚尼翁|纳瓦斯|费尔南多·弗朗西斯科·雷热斯|伊万·拉基蒂奇|奥利弗·托雷斯|亚历杭德罗·戈麦斯|奥斯卡·罗德里格斯|穆尼尔·埃尔·哈达迪|卢克·德容|阿方索·帕斯托尔|阿德里安·冈萨雷斯|迭戈·卡洛斯|基克·里奥斯|马科斯·阿库尼亚|巴勃罗·佩雷斯|卡洛斯·阿尔瓦雷斯|安东尼奥·扎扎纳|胡安|伊万·罗梅罗
158,266,40,101015|37359|112247|104844|61206|102619|101996|100707|110380|136844|131363|112790|110756|112526|114286|47653|40426|114626|101121|38906|121210|128435|109118|33727|118377|100789|124276|142760|143135|126557|100051|138310|102984|109121|120383|144106|131321|103003|103611|118360,霍尔迪·马西普|基科·奥利瓦斯|贾瓦德·亚米克|塞迪·扬科|卢卡斯·奥拉萨|罗克·梅萨|费德|奥斯卡·普拉诺|托尼·苏亚雷斯|肖恩·魏斯曼|马科斯·德索萨|萨穆埃尔·佩雷斯|华金|哈维尔·桑切斯|路易斯·佩雷斯|纳乔·马丁内斯|米歇尔|吉克·佩雷斯|巴勃罗·埃尔维亚斯|法比安·奥雷利亚纳|瓦尔多·鲁维奥|若塔|塞尔希·瓜迪奥拉|罗伯托·希门尼斯|盖兹卡·坎波斯|布鲁诺·索里亚诺|米格尔·安赫尔·鲁维奥|卢卡斯·弗雷塔斯|帕洛梅克|塞尔吉奥洛佩兹|劳尔·加西亚|伊格纳西·维拉拉萨|阿努阿尔·图哈米|鲁文·阿尔卡拉斯|奥利尔·雷伊|默哈|弗兰·阿尔瓦雷斯|库奇|科德罗|塞尔吉奥·贝尼托
159,267,33,60059|5518|114910|42466|108380|37416|38779|141008|57352|57349|41640|37388|43006|47671|57348|58843|109872|40260|57350|111839|134758|46828|135005|141421|143778|114381|130201|140733|37383|119859|127058|141163|131328,赫罗尼莫·鲁利|劳尔·阿尔比奥尔|帕乌·托里斯|马里奥·加斯帕尔|佩德拉萨|埃蒂安·卡普埃|丹尼尔·帕雷霍|耶雷米·皮诺|马努·特里格罗斯|赫拉德·莫雷诺|卡洛斯·巴卡|阿森霍|富内斯·莫里|鲁文·佩尼亚|豪梅·科斯塔|阿尔伯托·莫雷诺|佩尔维斯·埃斯图皮尼安|弗朗西斯·科克兰|莫伊·戈麦斯|达尼·拉瓦|贝纳|帕科·阿尔卡塞尔|费尔南多·尼诺|乔根森|艾克·阿尔瓦雷斯|胡安·福伊特|安德烈·拉图|何塞·卡布雷拉|伊沃拉|洛萨诺|丘卡泽|卡洛·阿德里亚诺|亚历克斯·米兰
160,268,33,114317|114293|103687|110730|140010|140335|114319|133154|132557|118313|141514|38118|144039|141564|36874|47249|128145|143660|42654|114254|132543|107354|132243|134036|40987|112996|134419|102972|134791|141565|102496|140721|141833,阿瓦罗·拉顿|雅伊尔·阿马多尔|卡洛斯·涅托|阿尔瓦罗·特赫罗|佩普·查瓦里亚|弗朗西奥·格雷西亚|阿尔韦托·萨帕特尔|塞尔希奥·贝尔梅霍|萨纳布里亚|胡安·纳瓦埃斯|伊万·阿森|克里斯蒂安·阿尔瓦雷斯|吉列尔莫·阿辛|哈维·埃尔南德斯|阿德里安·洛佩斯·阿尔瓦雷斯|哈维·罗斯|詹姆斯·伊格贝克梅|伊万·卡斯蒂略|哈里斯·武奇基奇|卢卡·扎尼马基亚|盖斯卡·拉拉萨瓦尔|亚历克斯·阿莱格里亚|加夫列尔·费尔南德斯|阿森|马蒂厄·佩贝尔纳|皮楚·阿蒂恩萨|亚历杭德罗·弗朗西斯|卡洛斯·比盖雷|博格|安东尼奥·索拉|伊尼戈·埃瓜拉斯|杰米·桑乔|路易斯·卡博内尔
161,269,32,114916|132062|113241|133177|59741|143718|119554|34876|113244|133470|134934|42664|134931|46852|107535|119696|104103|134932|60263|126302|122728|106788|112461|132611|141195|63266|143401|142762|134933|143402|143403|143553,伊森·霍瓦特|科索努·奥迪隆|布朗东·梅舍勒|伊尼亚斯·范德布雷普特|爱德华·索博尔|姆班巴|马茨·里茨|吕德·福默|汉斯·法纳肯|查理·德凯特拉莱|优素福·巴吉|西蒙·米尼奥莱|赛尼·拉芒|斯特法诺·登斯维尔|马特伊·米特罗维奇|克林顿·马塔|费代里科·里卡|马克西姆·德屈佩|埃德·阿尔瓦雷斯|塔希特·宗|诺亚·朗|多斯特|大卫·奥克雷克|尼克·欣通|福卡拉|纳比尔·迪拉尔|布雷泽|桑德拉|托马·范杰恩·吉帕斯|恩格尔斯|塞瓦伊斯|佩雷斯
162,270,30,117866|31059|107325|126902|101531|128360|125953|47029|102893|105056|40770|132435|123360|139908|122211|101685|38684|117475|111033|127327|40404|135506|143392|140374|141165|135941|140021|140901|125954|135990,帕纳约蒂斯·钦托塔斯|德米特罗·奇格林斯基|米哈伊尔·巴卡基斯|埃夫斯特拉蒂奥斯·斯瓦纳斯|叶夫根·沙霍夫|达米安·希曼斯基|斯塔夫罗斯诉。|埃尔德·洛佩斯|穆亚默尔·坦科维奇|佩特罗斯·曼塔洛斯|卡里姆·安萨里法德|乔治·阿萨纳夏季斯|约努茨·内德尔恰鲁|马里奥·米塔伊|奥列克·丹琴科|安德烈·西蒙斯|内纳德·克尔斯蒂契奇|康斯坦丁诺斯·加拉诺普洛斯|加西亚|扬尼斯·萨泽利斯|内尔松·奥利韦拉|埃夫西米奥斯·赫里斯托普洛斯|科西迪斯|查茨曼努伊|塞奥哈里斯|基加·洛齐|纳齐姆·赫尼德|拉多尼亚|赫里斯托斯·阿尔巴尼斯|狄奥多西·马舍拉
163,271,36,37481|35509|46152|128962|138620|131290|122059|44659|122261|102682|59947|122068|144183|113913|115061|138354|122046|40936|141605|133139|122060|44063|136770|138619|140950|141126|143455|40911|122065|122061|122066|122067|133553|138621|44550|138136,吉列尔梅·马里纳托|韦德兰·乔尔卢卡|巴勃罗|德米特里·雷布钦斯基|亚历山大·西利亚诺夫|斯坦尼斯拉夫·马克耶夫|达尼尔·库利科夫|格热戈日·克雷霍维亚克|里法特·热马列季诺夫|弗朗索瓦·卡马诺|费多尔·斯莫洛夫|安东·科琴科夫|库迪亚科夫|维塔利·雷斯佐夫|穆里洛|阿尔图尔·乔尔内|德米特里·日沃格利亚多夫|马切伊·里布斯|佩图霍夫|尼科莱·蒂特科夫|安东·米兰丘克|埃德尔|维塔利·利萨科维奇|安德烈·萨温|苏霍鲁琴科|卡西亚南科|马拉特·博科耶夫|弗拉季斯拉夫·伊格纳季耶夫|鲍里斯·罗滕贝格|米哈伊尔·雷索夫|德米特里·巴里诺夫|加拉宁|马克西姆·穆欣|尼基塔·约瑟福夫|泽·路易斯|米哈伊尔·阿格耶夫
164,273,27,119814|42271|43540|113443|46493|42343|33962|43147|47049|60908|122009|114237|140098|38761|126440|141063|143265|126995|44687|125830|40254|103296|42246|45959|141064|137095|102566,埃尔辛·德斯坦奥卢|威灵顿|多马戈伊·维达|瓦朗坦·罗西耶|法布里斯·恩萨卡拉|索萨|阿蒂巴·哈钦森|格克汗·特雷|拉希德·盖扎尔|乔治-凯文·恩库杜|赛尔·拉林|乌特库·尤瓦库兰|埃姆雷·比尔金|内吉普·乌伊萨尔|哈维·蒙特罗|萨奇|切兰|勒德万·伊尔马兹|奥乌兹汗·厄兹雅库普|多鲁克汗·托克兹|阿德姆·利亚伊奇|伯纳德·门萨|文森特·阿布巴卡尔|道格拉斯·佩雷拉|德利巴斯|艾丁·哈西奇|根克·托松
165,274,29,4039|42895|58668|139723|45774|135284|46242|132646|138693|133220|34900|120329|127921|135150|123429|46025|113873|127487|40551|132643|138692|135287|140765|101577|101564|132645|46201|46314|129028,法比奥|莱奥|马诺埃尔|保罗|劳尔·卡塞雷斯|马特乌斯·佩雷拉|乔瓦尼|阿德里亚诺|斯泰尼奥|艾尔顿|拉斐尔·索比斯|维托尔·欧德斯|维尼修斯|拉斐尔·路易斯|帕特里克·布雷|贾德森|马沙多|贾德森|马尔基尼奥斯|马尔科·安东尼奥|克劳迪尼奥|蒂亚戈|泽·爱德华多|丹尼尔·格德斯|乔瓦尼|威灵顿|威廉·波特克尔|罗伯森|维尼修斯·波波
166,289,0,,
167,295,28,58461|122460|10413|123895|105872|119302|101785|39215|58464|42806|111255|128372|57038|58468|63899|119179|43786|46079|58465|128461|46833|58629|123825|119176|105873|105876|123822|129039,侯森|金敏在|于大宝|杨帆|李磊|池忠国|李可|雷纳托·奥古斯托|张稀哲|塞德里克·巴坎布|张玉宁|邹德海|于洋|姜涛|王刚|金泰延|费尔南多·弗朗西斯科·雷热斯|吕鹏|朴成|侯永永|乔纳森·比埃拉|阿兰|王子铭|郭全博|晋鹏翔|巴顿|刘国博|文达
168,306,32,111520|32586|102701|58455|58447|44608|58445|115605|128708|40925|33759|119177|111627|119350|123846|111530|119309|128829|111527|123844|119172|114052|128709|123849|128952|138668|119173|128954|132862|138669|123848|138670,顾超|若奥·米兰达|李昂|吉翔|周云|瓦卡索·穆巴拉克|吴曦|高天意|罗竞|阿莱士·特谢拉|埃德尔|张岩|杨博宇|张诚|阿不都海米提|张晓彬|田依浓|叶重秋|谢鹏飞|张凌峰|黄紫昌|伊万·桑蒂尼|冯伯元|齐雨熙|黄子豪|邹利|谢小凡|李家伟|谢志伟|朱嘉豪|高大伦|胡书铭
169,310,32,105898|60523|125377|116335|61444|4801|129018|64776|63698|46010|63509|111590|64777|128082|40805|59972|10585|42675|108150|119197|119285|102372|46188|115593|132968|119345|138684|111593|123760|129019|123759|138685,刘殿座|蒋光太|吴少聪|邓涵文|高准翼|郑智|严鼎皓|廖力生|费南多|艾克森|塔利斯卡|刘伟国|梅方|朴志洙|张琳芃|李学鹏|黄博文|保利尼奥|张修维|何超|杨立瑜|韦世豪|洛国富|刘世博|张健智|刘奕鸣|王世龙|徐新|谭凯元|布格拉汗|钟义浩|帕尔曼江
170,317,36,108491|46225|111124|118231|109437|118384|63593|118035|112891|117864|107845|42846|114140|40523|60858|42907|110956|118417|103126|100115|126989|63321|140169|140826|143107|145599|60930|110741|126232|145600|116452|118145|140715|142732|47176|44770,穆罕默德·萨尔|里卡多·布罗斯科|夸兰塔|加布里埃莱·科尔博|托马索·多拉齐奥|安德烈亚·丹齐|米尔科·埃拉莫|法布里齐奥·卡利加拉|莫斯蒂|西蒙·西梅里|里亚德·巴伊奇|尼古拉·莱亚利|维琴佐·文迪蒂|法布里齐奥·卡恰托雷|拉法埃莱·普奇诺|马塞尔·比歇尔|奥利弗·克拉格|萨比里|维托里奥·帕里吉尼|索菲安尼·比达奥伊|詹马尔科·坎贾诺|费代里科·迪奥尼西|加布里埃尔·查彭蒂埃|波莱塔|马雷斯卡|让卡·拉达诺|阿纳斯塔西奥斯·阿韦洛尼蒂斯|西莫内·平纳|埃明·加佐伊尼|恩德里·泽内拉杰|米凯莱·卡维翁|沙里奇|李科|弗兰佐里尼|阿德里安·斯托伊安|阿伯斯托罗斯·维利奥斯
171,320,33,102299|32312|102759|134862|116055|109941|104594|47252|41046|42893|60501|102597|116482|34475|100325|126130|37536|47007|118092|47909|118352|59484|60694|133191|104649|133002|138028|141686|126574|110675|138029|140701|141687,阿莱西奥·克拉尼奥|拉格纳·克拉万|达尼埃莱·鲁加尼|安德烈亚·卡尔博尼|勒兹万·马林|亚历山德罗·代伊奥拉|纳伊坦·南德斯|哈拉兰波斯·利科扬尼斯|拉贾·纳英戈兰|若昂·佩德罗|阿尔贝托·切里|西莫内·阿雷斯蒂|古列尔莫·维卡里奥|迭戈·戈丁|卢卡·切皮泰利|加布里埃莱·扎帕|克瓦德沃·阿萨莫阿|阿尔弗雷德·邓肯|马泰奥·特拉莫尼|加斯顿·佩雷罗|里卡尔多·索蒂尔|莱奥纳尔多·帕沃莱蒂|乔瓦尼·西梅奥内|朱塞佩·乔奇|阿图罗·卡拉布雷西|塞巴斯蒂安·瓦卢基耶维奇|萨尔瓦托雷·博恰|库苏马诺|亚历山德罗·特里帕尔代利|马尔科·罗格|伊萨亚斯·德尔普波|齐托·卢武博|孔蒂尼
172,323,32,113743|33114|103125|31378|128478|107479|38499|114753|100428|6693|106127|38055|40525|108392|36666|30189|37323|38345|131957|112098|140986|40229|145601|63602|140562|115117|109474|141140|114903|126495|112896|134520,阿尔贝托·帕莱亚里|克里斯蒂安·萨帕塔|爱德华多·戈尔达尼加|安德烈亚·马谢洛|尼科洛·罗韦拉|马尔科·皮亚察|凯文·斯特罗曼|菲利波·梅莱戈尼|达维德·扎帕科斯塔|戈兰·潘德夫|埃尔多·肖穆罗多夫|费德里科·马尔凯蒂|马蒂亚·佩林|保罗·吉利奥内|多梅尼科·克里希托|瓦隆·贝赫拉米|伊万·拉多瓦诺维奇|米兰·巴德利|马诺洛·波尔塔诺瓦|米哈·扎伊茨|卡索|马蒂亚·德斯特罗|雅达·卡龙|卢卡斯·齐马|阿戈斯蒂诺|詹卢卡·斯卡马卡|达维德·比拉斯基|邓布拉瓦努|卢卡·佩莱格里尼|伦纳特·斯奇博拉|弗朗西斯科·卡萨塔|史蒂夫·迈克·埃邦格
173,325,0,,
174,327,30,104485|40097|110651|116970|102765|108239|60620|112334|46235|47374|126895|36703|107914|143304|102766|116254|116645|120357|129499|100620|40065|60494|143382|127202|132710|60508|102757|43079|143381|142258,亚历克斯·梅雷特|科斯塔斯·马诺拉斯|阿米尔·拉赫马尼|乔瓦尼·迪洛伦佐|埃尔塞德·希扎伊尔|法比安·鲁伊斯|蒂莫埃·巴卡约科|伊尔温·洛萨诺|洛伦佐·因西涅|彼得·杰林斯基|维克托·奥辛亨|大卫·奥斯皮纳|孔蒂尼·巴拉诺夫斯基|莫雷诺·科斯坦佐|马里奥·鲁伊|洛博特卡|迭戈·德梅|埃尔吉夫·埃尔马斯|卡里姆·泽达德卡|马泰奥·波利塔诺|德利斯·梅尔滕斯|安德烈亚·佩塔尼亚|马蒂亚·达戈斯蒂诺|丹尼尔|胡贝尔特·伊达西亚克|尼科拉·马克西莫维奇|卡利杜·库利巴利|法奥齐·古拉姆|瓦莱里奥·拉布里奥拉|乔菲
175,328,40,63542|138344|37158|43205|114129|102768|114402|116715|109251|119974|117941|109179|129995|140834|119151|132935|144544|44801|100467|122031|130010|100333|47012|113925|133047|38060|101884|117001|46228|126030|31048|63306|100303|114277|114866|144083|144545|144546|138469|141926,文琴佐·菲奥里洛|罗德里戈·古思|马西莫·沃尔塔|弗雷德里克·瑟伦森|斯特凡·奥梅翁加|米尔科·瓦尔蒂菲奥里|克里斯蒂安·卡波内|爱德华多·马夏恩杰洛|佩平|达米尔·塞特|延斯·奥德高|法布里齐奥·阿拉斯特拉|尼科洛·拉达埃利|隆戈巴迪|拉乌尔·贝拉诺瓦|马多舍·恩齐塔|达洛亚|安德烈亚·塔巴内利|马西米利亚诺·布塞拉托|阿莱西奥·里卡尔迪|德扬·沃基奇|克里斯蒂安·加拉诺|尼科洛·吉安内蒂|德尔法维罗|亚历山德罗·索伦蒂诺|萨尔瓦托雷·博凯蒂|真纳罗·斯科尼亚米利奥|米尔科·德鲁迪|安东尼奥·巴尔扎诺|莱昂德罗·费尔南德斯|达尼埃莱·德塞纳|尼古拉·里戈尼|勒迪安·梅穆沙伊|阿卜杜拉·巴西特|法比奥·马伊斯特罗|卡利奥|特里加利|基亚雷拉|尼古拉·贝略尼|布拉努塔
176,333,37,37129|114593|100429|115098|62008|37901|41011|119573|39359|61164|63309|32764|38181|108839|128986|43467|45188|59709|60465|127565|133684|100607|103970|118240|135543|124232|133680|138066|138151|141169|133013|138069|103820|110900|138643|131259|141170,萨米尔·乌伊卡尼|布雷默|阿曼多·伊佐|亚历山德罗·布翁焦尔诺|罗兰多·曼德拉戈拉|托马斯·林孔|西蒙尼·维尔迪|梅尔希姆·沃伊沃达|克里斯蒂安·安萨尔迪|安东尼奥·萨纳夫里亚|西蒙尼·扎扎|萨尔瓦托雷·西里古|尼古拉斯·恩库鲁|利安科|维尔弗里德·辛戈|里卡多·罗德里格斯|尼古拉·穆鲁|卡罗尔·利内蒂|达尼埃莱·巴塞利|易卜拉欣·卡拉莫科|阿尔京·克里耶季乌|安德烈亚·贝洛蒂|费代里科·博纳佐利|瓦尼亚·萨维奇|勒兹万·萨瓦|埃里克·费里格拉|丹尼斯·波塔诺瓦|克里斯蒂安·切莱西亚|乔瓦尼·阿切托|斯皮纳|詹马尔科·托迪斯科|让·格雷科|萨沙·卢基奇|阿梅尔·戈亚克|克里斯托弗·霍瓦特|萨穆埃莱·维安尼|坎瑟罗
177,336,40,140170|61151|59465|107686|118167|136672|38852|40204|63706|109263|39231|45244|63597|121126|121943|138364|119629|140565|31019|63686|132849|103034|118331|119822|138046|138363|140564|140830|141700|109232|47279|112932|116060|138047|138365|134993|138464|140987|108352|141610,潘杜尔|科拉伊·京特|费代里科·切凯里尼|费德里科·迪马尔科|帕维乌·达维多维奇|伊里奇|马尔科·法劳尼|达尔科·拉佐维奇|丹尼尔·贝萨|马蒂亚·扎卡尼|尼古拉·卡利尼奇|亚历山德罗·贝拉尔迪|马尔科·西尔维斯特里|梅尔特·切廷|詹贾科莫·马尼亚尼|马泰奥·洛瓦托|凯文·吕埃格|乌多吉|米格尔·维罗索|斯蒂法诺·斯图拉罗|埃布里马·科莱|凯文·拉萨尼亚|埃迪·萨尔塞多·莫拉|博尔盖特|卡拉布里斯|欧金尼奥·布拉切利|伊利|阿米奥尼|格雷塞尔|阿德里安·塔梅兹|马尔科·贝纳西|罗纳尔多·维埃拉·南|安东宁·巴拉克|泰拉恰诺|克里斯蒂安·皮耶罗邦|波格丹·乔西奇|菲利普·安克拉|坎塞利里|安德烈亚·法维利|贝尔蒂尼
