rec_idx,team_id,n_players,player_ids,player_names
588,5139,26,117056|107561|131770|115138|121194|106620|47313|115300|131773|115128|104476|37952|133258|134714|134715|123434|129966|138128|101260|122028|110367|114927|58820|121370|135129|138132,伊戈尔|罗布森|马特乌斯·里贝罗|瓦尔德米尔|吉列尔梅·罗芒|纳尔多|维克托·博尔特|罗纳德|卢卡斯|马特乌斯·安若斯|儒迪万|达莱|阿兰|若尔丹|马丁内利|马修斯·费雷拉|若纳塔·费利佩|凯奥|巴迪|加布里埃尔·卡拉布雷斯|穆里洛·奥利维拉|亚历山德罗|拉菲尼亚|莱昂纳多|埃德松·席尔瓦|乔·维克多
589,5140,22,114048|58716|110411|139809|135317|133493|133487|133477|106232|133485|130026|136088|63688|133488|134536|117590|134429|135320|133601|47457|113876|101733,琼|尼莱伊|卢安|马塞利尼奥|席尔瓦|阿马拉|拉斐尔·维拉|埃弗顿|丹尼洛·皮尔斯|利安德罗·基维尔|布鲁诺·帕赖巴|卡雷卡|维尼修斯·西蒙|维尼修斯·桑塔纳|利奥·格里吉奥|凯克·萨|马尔蒂特·吉尔赫梅|阿利松|阿里·穆拉|雷斯|亚戈|蒂亚戈·马丁斯
590,5141,26,113384|58671|58681|134507|41205|110911|130148|127170|130095|46364|58806|107189|107578|46326|102203|131869|47868|130092|110315|132401|107384|63139|131775|130090|136045|121963,蒂亚戈·罗德里格斯|克莱伯森|阿兰·科斯塔|卡约·费利佩|迭戈·雷南|亚戈|热奥瓦内|比卢|维克托|纳德森|米歇尔·道格拉斯|布鲁诺·格拉西|亚历山大·卡茹鲁|威廉·罗查|卢西亚诺·卡斯坦|卢卡斯·迪亚斯|伊戈尔|拉菲尼亚|古斯塔沃·埃布林|理查德·佛朗哥|安德里戈|罗德里戈·平庞|古斯塔沃·舒茨|莱安德罗·索萨|若昂·保罗|克莱顿·内图
591,5142,22,127907|111390|46208|109929|133303|46404|132886|43741|113263|131761|42811|108823|42269|127858|47459|58818|109332|133448|44940|131767|113491|127707,马特乌斯·诺盖拉|埃弗顿·塞纳|安德松·孔塞桑|海纳|亚历山大|奥雷米尔|拉斐尔·加瓦|威廉斯·桑塔纳|埃马斯韦尔|费利佩·费雷拉|埃尔顿|若奥·卡洛斯|莱农|莱奥|罗马里奥·罗德里格斯|费鲁任|内内·博尼利亚|加布里埃尔·皮耶里尼|埃尔维斯|菲利佩·马克斯|亚戈·塞萨尔|热尼松
592,5143,23,122003|104547|63416|60947|58669|130107|131910|121265|118410|41215|106641|35274|130103|45481|57428|101945|130106|37517|117517|130112|40686|141813|130505,费利佩·阿尔维斯|胡安·金特罗|保朗|卡利尼奥斯|埃德松|费利佩|罗纳尔多|路易斯·恩里克|罗马里尼奥|威灵顿·保利斯塔|大卫|马塞洛·博埃克|马克斯·瓦莱夫|罗热·卡瓦略|杰克逊|加布里埃尔·迪亚斯|布鲁诺·梅洛|德尔雷|马里亚诺·巴斯克斯|马尔隆|奥斯瓦尔多|威廉·桑托斯|尤里·塞萨尔
593,5145,30,142789|142795|132883|113470|58708|142023|107043|142799|45820|110797|112929|137880|133536|142792|142797|110279|142800|46365|143613|129991|142804|133351|143618|142788|144123|143612|144122|142798|144124|144125,蒂亚戈·罗德里格斯|弗雷德森|凯维姆|蒂亚戈·埃尼斯|马尔隆|安德森·乌乔亚|卢卡斯|迪奥吉尼奥|费利佩·盖多兹|卢卡斯·托坎廷斯|雷南·戈恩|罗德里戈·乔斯维亚基|费利佩·博尔赫斯|罗纳尔多·席尔瓦|沃利|杰弗森·利马|莱尔森|雷南·奥利维拉|蒂亚戈·米兰达|加布里埃尔·利马|华莱士|埃德森·卡里乌斯|佩佩|卢卡斯|儒利奥·塞萨尔|达维|伊利|阿里尔·平戈|恩里克·帕切科·利马|蒂亚戈·马夫拉
594,5168,30,63563|119388|138626|123879|119235|119226|58537|127375|41240|123881|40659|119219|123884|128968|119199|128838|119221|123883|119238|58675|114973|132222|122875|113937|119230|138623|138625|138624|138454|140547,邓小飞|杨帅|邓佳星|刘乐|冯劲|刘欢|陈杰|黄希扬|费尔南迪尼奥|尹聪耀|阿兰·卡尔德克|隋维杰|罗皓|徐武|蒋哲|迪力木拉提|陈雷|曹栋|吴庆|马塞洛·西里诺|马西尼奥|温天鹏|董洪麟|叶尔扎提·叶尔杰提|元敏诚|马德福|陈柯江|张梦炫|胡兴雨|黄磊
595,5170,30,119286|119271|114080|64774|123756|119279|64796|115930|126750|112375|128826|10769|58446|133922|128825|112374|119333|119330|119308|119368|119336|123755|63445|128945|132510|132847|132846|138608|128948|128949,池文一|潘喜明|萨米尔·梅米舍维奇|张呈栋|崔麟|王秋明|罗森文|保利尼奥|穆罕默德·布亚·图拉伊|尹鸿博|马尔考|杨程|任航|陈晓|张俊哲|丁海峰|姜文骏|赵宇豪|李浩|冯刚|徐天沅|高华泽|高拉特|鲍亚雄|张禹|任威|刘京|廖伟|张威|罗石鹏
596,5171,30,119359|122763|58641|107135|119318|119362|112490|119374|64767|116350|58761|119357|107844|111576|123784|119371|119367|58704|119393|123779|138665|119375|126169|138663|119267|122428|128071|138664|138666|138667,吴?|罗歆|托尼·舒尼奇|顾操|冯博轩|柯钊|蒂姆·周|钟晋宝|宋博轩|克里斯蒂安·巴索戈|恩里克·多拉多|王国明|王上源|陈灏|韩轩|杨阔|阿布都外力·阿布来提|伊沃|倪玉崧|马兴煜|宋海旺|杜长杰|费尔南多·卡兰加|史成龙|黄闯|郭靖|张文涛|牛梓屹|孙龙祥|陈克强
597,5173,30,63113|30317|59901|116429|115596|119255|46080|43434|39823|40752|43064|31899|126140|46081|63867|119244|46723|59572|116333|43897|42758|122765|119245|128995|126139|138627|122661|128971|140548|119254,李帅|斯特凡纳·姆比亚|冯潇霆|艾迪·弗朗西斯|温家宝|孙世林|秦升|杨旭|于汉超|吉奥瓦尼·莫雷诺|金信煜|曾诚|朱辰杰|张璐|赵明剑|柏佳骏|亚历山大·恩敦布|彭欣力|曹赟定|博拉诺斯|马丁内斯|朱宝杰|毕津浩|马镇|蒋圣龙|朱越|孙凯|汪海健|廖浩川|吕品
598,5174,0,,
599,5175,27,123888|122762|139704|119272|119264|119281|119277|119274|119356|47701|119170|119261|119263|39822|119273|34051|119327|123859|119259|123889|129014|119283|123897|139839|129013|119353|129012,滕尚坤|刘洋|宋岳|邱添一|白岳峰|赵宏略|郭皓|赵英杰|苏缘杰|弗兰克·阿奇姆彭|肖智|杜佳|杨启鹏|荣昊|谭望嵩|奥季尔·艾哈迈多夫|车世伟|郑凯木|刘若钒|毛昊禹|朴韬宇|惠家康|谢维军|胡浩然|王政豪|钱宇淼|兰菁轩
600,5183,28,111573|116358|119404|133811|133814|119257|119400|123624|126142|119260|110316|133808|119291|139729|105878|133818|119191|133820|119280|46953|133819|133833|60399|105871|119348|133810|139732|133824,刘震理|亚戈斯·武科维奇|王浩|刘佳燊|高翔|王伟|杨宇|丹尼斯·波波维奇|周俊辰|朱建荣|德扬·拉多尼奇|邢瑜|姜卫鹏|张皓宸|邹正|石哲|殷亚吉|姚江山|王彤|罗曼·亚历山德里尼|王飞|王建文|巴力·买买提伊力|赵石|晏紫豪|房欣峰|阮喆祥|麦麦提阿卜杜拉·艾孜麦提
601,5184,29,119341|104935|105893|138574|64792|111227|102323|128380|119355|33557|107809|129477|61280|127352|104934|127347|119347|122890|57040|119239|10772|119354|123856|127353|129479|127346|127337|132582|138575,张鹭|普拉利甘吉|张远|徐浩峰|糜昊伦|奥莱·塞尔纳斯|李源一|戴伟浚|郑达伦|郜林|普雷西亚多|国威|宋株薰|乔巍|姜至鹏|葛振|裴帅|金强|孙可|徐洋|王永珀|张源|刘越|周亚君|周鑫|吕海东|甘超|黄锐烽|徐越
602,5185,29,107136|45927|133904|134004|111634|129475|45642|101538|132867|59564|136959|119154|126137|133899|133916|139736|119317|133911|119298|133913|128723|133909|133915|119381|139734|133908|139737|139738|133083,邵璞亮|斯托皮拉·苏祖|杨云|廖承坚|郑致云|王鹏|罗穆洛·博格斯·蒙特罗|马特乌斯·纳西门托|陈蒲|穆里奇|奥斯卡·马里图|韩锋|赵剑非|曹轩|杨一鸣|王鹏|邓宇彪|王子豪|朴世豪|钟纪宇|刘超阳|刘鑫宇|刘子铭|张振强|卢汉涛|陈曾|陈子桐|郭芸齐|孙学龙
603,5189,32,121342|121343|61091|124663|135952|143727|127040|44743|111039|140047|138420|117430|132331|135536|142766|117424|128349|123125|46694|140046|141538|57410|132169|140659|141536|132167|145634|107926|143728|140761|133439|141540,翁哲伊·科拉尔|翁哲伊·库德拉|西蒙·德利|亚历山大·巴|奥斯卡·多利|萨梅克|伊卜拉欣·特拉奥雷|米克·范布伦|彼得·奥莱因卡|翁德雷·林格尔|扬·库赫塔|普热米斯尔·科娃日|达维德·霍沃尔卡|达维德·齐马|卡查拉巴|扬·博日尔|彼得·谢夫奇克|卢卡什·马索普斯特|尼古拉·斯坦丘|贝伦|里戈|斯坦尼斯拉夫·特茨尔|阿卜杜拉·优素福·希拉勒|斯特杰斯卡尔|瓦格纳|托马什·霍勒什|米哈尔·霍塞克|赫罗马达|尼科尔|司马|卢卡斯·普罗沃德|维辛斯基
604,5190,29,143199|41088|101498|140842|112460|119867|45339|61064|128741|119726|123392|60905|119721|138650|113222|117370|30238|119643|119487|103214|134906|45390|114347|119640|125329|132742|133722|128742|134907,希梅尔曼|约尔迪·阿马特|伯努瓦·普兰|阿格巴杜|塞纳·米安格|埃多·卡延贝|斯特夫·佩特斯|亚历山大·博列维奇|科南·若瑟兰|诺利奇·穆索纳|普雷夫利|泰奥·德富尔尼|罗基·布希里|若纳唐·海尔斯|安德烈亚斯·贝克|埃曼努埃尔·索瓦·阿杰伊|阿德里亚诺|西拉斯·尼亚卡|延斯·科尔|阿马拉·巴比|伊萨克·努胡|马马杜·科内|恩戈伊|阿卜杜勒·努尔丁|兰贝特·博里斯|加里·马格尼|阿科诺|西比里·凯塔|马尔恰诺·阿齐兹
605,5191,34,103498|119551|127017|102142|46979|114605|118060|100147|117748|113554|35239|61699|119729|110484|143379|126411|112414|119686|143380|108911|36434|119490|65264|135370|141135|119553|134987|140064|46643|138462|119550|113246|115658|138463,让·比泰|迪朗·巴图班西卡|阿卜杜拉耶·塞克|马克西姆·勒马尔尚|比尔格尔·维斯特莱特|马丁·翁格拉|奥雷利奥·布塔|里奇·德莱特|彼得·格肯斯|迪迪埃·朗克尔·泽|迪厄梅西埃·姆博卡尼|阿里-礼萨·贝兰万德|奥尔特温·德沃尔夫|热雷米·热兰|范登博世|西门·尤克莱勒德|弗朗克·博亚|亚历克西斯·德萨尔|帕夫利奇|尼尔·德波夫|利奥尔·雷法埃洛夫|纳纳·安波马|费利佩·阿维纳蒂|达沃尔·马蒂亚斯|切沃恩|马特乌斯|略特·阿瓦·东戈|李在翊|乔丹·卢卡库|德拉甘·劳斯贝格|法里斯·哈龙|桑德尔·科普曼|三好康儿|布鲁尼·恩辛巴
606,5192,28,101360|137004|138601|113605|119711|117673|119725|115112|125969|137595|118675|103140|132829|134040|119723|101366|117664|119722|139853|107904|117894|125970|126690|142303|145644|145645|131039|141061,纪尧姆·于贝尔|弗雷德里克·耶克尔|阿蒂尔·特亚托|杰克·亨德里|罗比·德哈瑟|马克西姆·达尔皮诺|范登德里舍|安德鲁·尤尔萨厄|安迪·博南|泰奥·马塔姆|朱尼尔·萨卡拉|布拉姆·卡斯特罗|若尔迪·斯海尔夫豪特|安东·坦格|布莱希特·卡彭|弗朗索瓦·马凯|卡梅伦·麦克吉亨|耶勒·巴塔伊|尼克·巴茨纳|马马杜·蒂亚姆|马尔科·克瓦西纳|辛德里特·古里|穆赫塔尔·格耶|德瓦埃勒|曼努埃尔·奥西福|穆罕默德·伯特|埃万盖洛斯·帕图利迪斯|凡胡尔
607,5193,33,112398|7030|132415|115951|119584|107170|47414|106766|47301|116052|57156|102530|134042|116631|129498|134904|119586|129141|135573|118226|115050|109532|117397|133703|139855|139856|130514|139857|119449|119579|140675|126224|132878,夸库·科菲|马蒂亚斯·西尔韦斯特雷|萨德·阿古祖尔|亚历山德罗·奇兰尼|迪米特里·穆罕默德|克里斯托夫·勒普安|马尔科·巴基奇|瑟奇·塔贝科尔|法布里斯·奥林加|布鲁诺·亚历山大|哈巴古伊|瓦索·瓦西奇|尼克·吉莱肯斯|夸迪奥·达比拉|罗布·基里宁|埃里克·博卡|本亚明·范杜尔门|德尼·霍奇科|琼·奥纳纳|伊马德·法拉杰|贝尼·巴迪班加|努诺·达科斯塔|阿尔朗-埃迪·尼奥埃雷|利略·瓜尔内里|阿尔方·盖伊|威廉·辛巴|亚历山大·伊波利托|达利·恩兰杜|埃内斯·萨利克|巴巴卡尔·迪奥内|卡皮塔|马泰奥·弗罗曼|夏尔-安德烈亚斯·布兰
608,5194,29,38747|43470|119486|119513|133458|132731|124105|130446|126133|105988|119534|63746|112295|119480|125966|121680|133687|119682|63584|142736|108720|128100|140722|139789|117908|133242|123088|38490|127729,肯尼·斯特佩|若热·特谢拉|若纳唐·比阿图|迪米特里·拉瓦莱|克里斯·杜尔金|斯坦·范德塞尔|桥冈大树|利贝拉托·卡卡切|法昆多·科利迪奥|铃木优磨|伊隆贝·姆博约|丹尼尔·施密特|易卜拉希马·桑孔|马克西米利亚诺·科夫里耶|沃尔克·扬森斯|松原后|莫里·科纳特|塞缪尔·阿萨莫阿|克里斯汀·布鲁尔斯|斯特克斯|达肯斯·纳宗|内尔松·巴隆戈|菲利波夫|维姆·万马尔赛尼尤|朱尼尔·皮乌斯|巴基尼蒂斯|约翰尼·卢卡斯|斯特韦·德里德|伊藤达哉
609,5195,32,119697|101798|126550|119483|119707|117411|125853|117359|129090|117992|104173|126506|109356|123896|131750|136446|41136|125852|124540|139818|139819|126174|126561|126409|125851|113723|132770|124949|139684|139817|119559|126755,诺尔丁·雅克斯|德里斯·维滕斯|赫尔特·尼尔森|朱尔·施里韦|阿明·哈马斯|莱昂纳多·贝尔托内|达恩·海曼斯|路易·韦斯特拉特|西纳尼|阿布巴卡里·科伊塔|米歇尔·弗雷|布伦特·加布里埃尔|米格尔·维埃拉|费利克斯·巴斯蒂安斯|布伦丹·朔恩贝特|詹斯·梅尔滕斯|乔治·曼德杰克|吉哈德·比齐马纳|耶雷米·塞因蒂耶|亚历山德罗·阿尔巴纳斯|约瑟夫·埃福德|迪恩·苏拉|萨德克·福谢|比尔·拉图沃斯|亚历山大·武科蒂奇|塞尔热·莱乌科|安德烈亚斯·维格尔|米兰·德梅伊|弗拉基米尔·范德维尔·诺文查诺娃|尼古拉·佩奇奇|登策尔·尤比塔纳|汤姆·赖纳斯
610,5196,28,122039|47798|61674|123133|125297|122177|124619|103810|136565|126931|122245|122169|130890|43731|136048|107506|126645|122170|122163|116681|103969|141055|142877|122178|144636|116679|127620|122167,吉奥尔吉·舍利亚|亚历山大·普茨科|安德烈·谢苗诺夫|佐兰·尼日奇|马克西姆·涅纳霍夫|马埃尔|马拉特·贝斯特罗夫|米罗斯拉夫·伯格萨瓦奇|阿提姆·伯利亚鲁斯|叶夫根尼·哈林|弗拉基米尔·伊雷因|维塔利·古季耶夫|亚历山大·梅利霍夫|威尔克·安赫尔|尼基塔·卡拉马耶夫|安东·什韦茨|阿米尔·阿杜耶夫|哈立德·卡德罗夫|贝里沙|格奥尔基·梅尔卡泽|伊恩库|阿尔苏塔诺夫|阿尔姆西|里兹万·乌齐耶夫|阿迪尔哈诺夫|阿尔季翁·季莫费耶夫|列奇·萨杜拉耶夫|阿布巴卡尔·卡德罗夫
611,5197,33,126478|122082|122085|118962|129100|123815|127121|114309|118673|45941|122090|122088|122189|39543|103972|116102|132469|113232|118674|122081|134780|102732|47207|135590|123500|126479|132592|139823|133245|139825|122079|131897|139827,叶戈尔·沙莫夫|马克西姆·别利亚耶夫|吉亚·格里加拉瓦|尼古拉·拉斯卡佐夫|尤里·卡瓦廖夫|伊戈尔·科诺瓦洛夫|丹尼尔·赫卢谢维奇|戈兰·乔希奇|亚历山大·洛莫维茨基|埃文斯·康瓦|叶夫根尼·卢岑科|米哈伊尔·列瓦绍夫|阿尔图尔·尼格马图林|基里尔·孔巴罗夫|安里·哈古什|格奥尔基·科斯塔迪诺夫|金斯·康瓦|谢尔盖·特卡乔夫|弗拉季斯拉夫·潘捷列耶夫|伊戈尔·戈尔巴坚科|格罗米科|基里尔·潘琴科|卢卡·乔尔杰维奇|格里戈里·凯瓦耶夫|塔拉斯·布尔拉克|索科尔|亚历山大·多夫布尼亚|伊利亚·叶尔莫拉耶夫|罗伯特·鲍尔|尼古拉·兹洛宾|古拉姆·阿焦耶夫|科涅夫|罗曼·伊佐托夫
612,5200,26,116362|112063|131639|122055|122057|35514|135567|59493|113732|143483|141502|122052|128390|143481|122044|123816|122042|122096|124871|143375|122047|114555|122050|143482|138539|138540,亚历山大·别列诺夫|奥列格·伊万诺夫|卡米洛夫|阿列克谢·尼基京|吉米·塔比泽|博扬·约基奇|伊斯坎德罗夫|莫里茨·鲍尔|科姆嫩·安德里奇|内马尼亚·米莱蒂奇|亚瑟·费祖拉乌|阿列克谢·切尔诺夫|尤里·沙芬斯基|库库什金|帕维尔·阿利金|康斯坦丁·普利耶夫|亚历山大·苏霍夫|格里戈里·莫罗佐夫|阿尔乔姆·戈卢别夫|比佐扎|德米特里·瑟苏耶夫|铁木尔·扎马莱特迪诺夫|维亚切斯拉夫·克罗托夫|奥德桑蒂耶夫|尼基塔·别洛乌索夫|玛格米德明·拉巴达诺夫
613,5201,36,122249|45497|123764|122166|123802|132068|130396|122254|136361|123767|38873|123766|125917|139813|101525|125921|104827|126661|120723|136854|137618|3650|110371|141526|58587|139814|127510|132952|122230|139815|127165|132458|132953|122248|122241|139816,雅罗斯拉夫·戈久尔|斯特兰德贝里|阿列克谢·格拉西莫夫|阿尔森·阿达莫夫|伊戈尔·加里宁|拉法乌·奥古斯蒂尼亚克|布兰科·约维契奇|维亚切斯拉夫·波德别列斯金|拉马赞·加兹穆拉多夫|安德烈·叶戈雷切夫|埃里克·比克法尔维|奥列格·巴克洛夫|伊万·科诺瓦洛夫|伊万·库兹米乔夫|德尼斯·库拉科夫|钦吉兹·穆罕默多夫|阿列克谢·叶夫谢耶夫|达尼埃尔·米什基奇|奥斯曼·卡比尔|伊尔德伦·易卜拉欣|马克西门科|帕维尔·波格列布尼亚克|安德烈·帕纽科夫|阿列克西耶夫|弗拉基米尔·雷科夫|伊利亚·纳森金|尼基塔·奇斯佳科夫|伊斯兰詹·纳赛罗夫|罗曼·叶梅利亚诺夫|谢尔盖·克罗托夫|阿纳托利·阿尼西莫夫|丹尼斯·诺维科夫|亚历山大·戈卢布佐夫|亚历山大·谢尔巴科夫|塔塔里诺夫|德米特里·马科夫斯基
614,5202,30,37605|113224|41303|63385|121041|138161|133172|120994|138496|114924|109739|44211|44688|119815|144689|60834|39638|116235|141028|47086|40961|44791|143335|140747|132652|120990|134430|141029|123148|143131,塞尔坎·基林蒂利|法蒂赫·阿克索伊|乔治斯·察韦拉斯|胡安弗兰|塔伊富尔·宾格尔|贝尔坎·库特卢|乌穆特·居内什|埃费詹·卡拉贾|埃夫坎·贝基罗格卢|戴维森|亚当·巴雷罗|马拉福纳|史蒂文·考尔克|阿尔帕伊·切莱比|凯雷姆·海塔|弗朗索瓦·穆班杰|杰伊洪·居尔塞兰|埃马努伊尔·西奥皮斯|厄兹德米尔|萨利赫·乌坎|库马·巴巴卡尔|穆斯塔法·佩克特梅克|乌孙|古尼|艾哈迈德·居拉伊|蒂尔克|切罗卢|索伊萨尔|达米安·卡德齐奥尔|提塔
615,5203,34,140158|125353|45312|130871|120986|140553|103269|121053|121042|119477|121050|127680|121978|38738|124564|140309|130882|123132|126468|140159|114868|117399|59674|42612|144583|144684|144686|144685|141875|138640|135485|141921|132233|40985,伊格里巴亚特|阿尔帕斯兰·厄兹蒂尔克|阿廷奇·努坎|穆拉特·帕卢利|贝尔坎·埃米尔|诺沃多|安德森·埃西蒂|索内尔·艾多杜|哈利尔·阿克布纳尔|舍里夫·恩迪亚耶|阿迪斯·亚霍维奇|阿尔达·厄兹奇曼|米霍耶维奇|拉明·加萨马|克里姆·阿里西|布雷科维奇|库比拉伊·索姆梅斯|彼得·祖尔吉|亚尔琴·卡扬|巴士拉维|富塞尼·迪亚巴特|希姆塞克|斯特凡诺·纳波莱奥尼|巴拉茨·梅赫耶里|埃格伯克|迪纳奇|埃尔卡姆·科穆尔|穆拉特·阿尔泰|托帕洛格鲁|埃夫·比尼奇|梅廷·伊尔迪里姆|奥尼兹|巴图汗·克尔达奥卢|布朗·伊德耶
616,5204,34,45432|112083|131418|125731|121040|142840|112096|135167|134951|142342|107074|103937|120965|112438|121014|45227|121036|121039|119516|133355|141609|124764|128039|124558|121123|109296|118307|140557|121144|120972|141699|141408|101367|106785,埃尔滕·埃尔苏|艾哈迈德·恰利克|德米尔巴格|阿卜杜勒-克里姆·巴尔达克吉|阿米尔·哈吉艾哈迈托维奇|拉赫曼诺维奇|内伊奇·斯库比奇|吉列尔梅·马里纳托|杰西·塞基迪卡|拜提奇|奇卡莱希|易卜拉欣·舍希奇|埃拉伊·比尔尼灿|马林·阿尼契奇|巴勒什·亚尔德姆哲|伊斯梅尔·迪奥曼德|沃尔坎·芬德克勒|古文|法鲁克·米亚|莱万·舍恩格利亚|卡拉德米尔|古尔佩克|埃尔东·达奇|奥赞·奥鲁奇|阿尔珀·乌卢达|马尔科·耶夫托维奇|奥乌兹·居奇泰金|卡拉博加|穆萨·恰伊兰|塞缪尔·埃杜奥克|比伯|佩赫利万|德尼·米洛舍维奇|阿特姆·克拉韦茨
617,5206,31,121176|103065|132433|38347|114464|121116|117764|102141|109233|125724|101098|126653|143213|47229|42886|60134|120963|124077|140373|46844|114976|39640|121009|42601|132122|143212|143325|143215|141718|139904|143214,埃尔塔奇·厄兹比尔|华莱士|蒂内奇·哈德贝|塞米赫·卡亚|卡里姆·哈菲兹|泽基·亚夫鲁|斯蒂芬·马兰|伊萨姆·谢巴克|莫里凯·福法纳|本杰明·特特|阿德姆·比于克|阿卜杜勒萨米德·达姆卢|恩迪泽耶|埃尔坎·卡什|阿夫里耶·阿库瓦|费尔南多·苏基|艾哈迈德·伊尔迪兹|穆斯塔法·埃斯基海拉奇|多乌坎·西尼克·西尼克|奥尔贾伊·沙汗|阿利·马勒|乌穆特·布卢特|卡纳茨库斯|埃拉伊·伊什詹|穆拉特·阿克西特|加梅利|阿尔斯兰|恩希米里马纳|耶斯|杰特米尔·图帕利|哈奇
618,5207,28,128474|123851|120179|123860|120189|135883|128383|120192|127798|120181|123973|120176|117507|140527|142317|128834|47997|126008|120206|65061|127689|126941|139882|119932|120180|142318|142316|142319,胡安·塞拉诺|卡洛斯·佩雷斯|卢西亚诺·奥斯皮纳|圣地亚哥·罗亚|莱昂纳多·萨尔达尼亚|雅伊尔·卡斯蒂略|胡安·波蒂利亚|托雷斯|霍尔德·加尔塞斯|罗赫尔·托雷斯|海罗·莫利纳|皮耶尔·格拉西亚尼|帕洛米克|伦特里亚|库珀曼|胡安·曼西利亚|胡安·罗亚|迭戈·夸德罗斯|马特奥·帕拉西奥斯|阿克莱德尔·阿尔萨特|阿科斯塔|胡利安·塞亚|布赖恩·希尔|里卡多·赫雷斯|弗雷迪·弗洛雷斯|维列兹|安古洛|科拉佐斯
619,5208,27,128563|103234|142275|128569|103093|142276|43920|120039|127573|140707|142278|120042|119975|125399|120275|65058|120149|140855|60088|123774|117523|123938|135902|141527|141739|141031|142277,胡安·查韦拉|安德烈斯·科雷亚|库努|克里斯蒂安·苏韦罗|埃尔维斯·莫斯克拉|特利兹|阿科斯塔|约翰·埃尔南德斯|维维罗斯|梅伦德斯|金塔纳|詹姆斯·阿吉雷|卡洛斯·埃纳奥|马丁·帕亚雷斯|胡安·苏卢阿加|法比奥·罗德里格斯|胡安·莫斯克拉|阿尔科塞尔|圣地亚哥·蒙托亚|阿斯普里利亚|安德烈斯·萨缅托|布拉扬·费尔南德斯|桑切斯|弗洛雷斯|杰雷斯|巴里奥斯|卡斯蒂略
620,5210,26,44622|136980|102159|107835|142454|140522|127725|61462|128556|120272|61509|128406|117508|135916|126374|128374|142893|37870|107166|123807|140677|118153|128050|106399|134406|142786,何塞·丘恩加|伊万·斯嘉佩塔|马鲁福|伊斯雷尔·阿尔瓦|卡斯塔诺|谢拉|法比安·莫斯克拉|维尔德·吉萨奥|赫费尔松·索拉诺|巴勃罗·罗哈斯|洛雷达|豪尔赫·索托|何塞·佩雷斯|胡安·埃尔南德斯|胡安·西尔加多|比森特·普拉多|西尼斯特拉|尤利安·安奇科|迪奥马尔·迪亚斯|罗赫尔·莱穆斯|瓦伦西亚|巴勃罗·布埃诺|冈萨雷斯|索萨|何塞·巴拉甘|阿尔塔米兰达
621,5216,27,38217|143270|130608|128629|128624|128627|46221|111984|59590|125930|126576|140807|128616|128622|136736|128623|130489|140808|141491|139972|16577|128625|141067|128617|128620|136737|140179,迈克·旺阿梅尔|拉蒂奇|弗雷德里克·弗兰斯|乔伦·多姆|扬·范登贝赫|汤姆·皮埃特马特|瑞恩·萨努西|洛里斯·布罗尼奥|萨卡利亚·巴卡利|拉斐尔·霍尔茨霍伊泽|布莱辛·埃莱克|比博|德尼斯·普里琴年科|皮埃尔·布尔丹|穆罕默德·哈莱米埃|格雷戈里·格里塞|扬·沃罗戈夫斯基|库利巴利|塞勒曼斯|阿卜杜利·萨尼扬|铃木武蔵|马里厄斯·努比西|穆库纳-特鲁埃|安托万·莱乔利|艾尔顿·姆博科|伊萨克·宽桑比|布罗德本特
622,5217,38,39813|44377|102518|116114|107329|136602|116266|119684|123484|136605|110780|136606|110669|119678|140921|38187|112307|45338|136604|114630|119688|45232|136610|136597|142874|136600|136601|140127|143949|43296|106857|118986|119548|109261|119475|140922|57347|132369,拉斐尔·罗莫|达维德·胡贝特|皮埃尔-伊夫·恩加瓦|迪伦·韦德拉奥果|克里斯蒂安·马利诺夫|伊萨克·阿桑特|塔马利|卡斯珀·德诺雷|格扎维埃·梅西耶|卡迈勒·索瓦|托马·亨利|阿图尔·阿勒默施|菲利普·本科维奇|萨沙·科蒂什|杰梅尔卡|弗雷德里克·迪普吕|鲍尔瑙巴什·巴谢|卡图库·齐曼|马蒂厄·梅尔滕斯|蒂博·夫列坦克|西贝·施里弗斯|扬尼克·阿盖蒙|达恩·维克曼斯|奥雷根·拉韦|德施雷夫|图恩·雷梅克思|肯尼思·舒尔曼斯|路易·帕特里|马哈马杜·凯塔|安迪·金|汤姆·范希夫特|阿布巴卡尔·凯塔|斯塔洛内·兰邦贝|萨米·克利|奥利维耶·米尼|埃皮亚|杰雷米·佩贝特|乔纳·奥萨布泰
623,5223,0,,
624,5224,34,120526|120601|120559|120541|47789|120637|120556|133446|120509|132142|120645|123122|124973|138520|120434|129467|119765|120449|120467|120405|144258|114187|132501|144257|138521|124063|141859|145623|133625|141969|145796|141224|141660|131939,托马斯·米克尔森|卡斯珀·恩哈特|凯文·齐耶姆贝|拉塞·福斯高|帕斯卡尔·格雷戈尔|马塞尔·勒默|马蒂亚斯·赫博|科尔维格|延斯·加默尔比|沃明|克里斯蒂安·雅各布森|弗雷德里克·施拉姆|弗雷德里克·温特|霍霍尔特|斯文·克罗内|卡斯珀·约恩森|哈马莱宁|维克托·托普|拉斯穆斯·彼泽森|马格努斯·拉森|彼得雷乌斯|谢布|埃米尔·尼尔森|胡尔|菲利普·潘杰斯科维奇|亚当·瑟伦森|瓦德斯特鲁普|古斯塔夫·莫滕森|温瑟|沙格拉夫|卢卡斯·海伊|德尔文|奥内堡|弗雷德里克·居特凯尔
625,5225,0,,
