player_id,player_name,team_id
37263,佩德罗·儒尼奥尔·,2468
37268,阿尔贝托·帕洛斯基,4923
37269,维托里诺·安图内斯,193
37271,博格丹,22
37274,辛普森,1760
37284,丹尼尔·戈斯林,398
37286,罗德维尔,4194
37289,贾森·斯蒂尔,377
37291,贝戈维奇,4071
37293,克里斯·冈特,4
37294,詹姆斯·汤姆金斯,382
37304,克里斯蒂安·斯图亚尼,49
37306,马里奥·巴洛特利,4914
37323,伊万·拉多瓦诺维奇,323
37336,安东尼奥·坎德雷瓦,240
37337,毛里西奥·伊斯拉,47
37343,尼古拉斯·纳瓦罗,4040
37345,佛朗哥·迪桑托,1243
37359,基科·奥利瓦斯,266
37377,安德烈斯·费尔南德斯,2188
37383,伊沃拉,267
37388,阿森霍,267
37391,阿尔韦托·加西亚,370
37403,扬·姆维拉,133
37416,埃蒂安·卡普埃,267
37418,拉斐尔·穆拉,1933
37422,米拉莱姆·皮亚尼奇,108
37429,范德海登,255
37430,德容,245
37431,约翰·霍森斯,243
37433,勒鲁瓦·费尔,117
37436,蒂姆·马塔夫日,23
37438,马尔科·维吉诺维奇,243
37440,阿伦·贡纳松,1175
37446,克劳德米尔,1809
37470,纪尧姆·吉莱,2010
37481,吉列尔梅·马里纳托,271
37486,迈达纳,2553
37488,谢尔盖·帕尔希夫柳克,1753
37496,帕纳约蒂斯·塔赫齐季斯,4237
37505,尼科·盖坦,1974
37506,哈维尔·加西亚,139
37509,卢西亚诺·蒙松,2719
37511,法昆多·龙卡利亚,263
37517,德尔雷,5143
37527,内纳德·托莫维奇,4923
37529,伊万·特里齐科夫斯基,1180
37531,赫尔曼·丹尼斯,239
37536,克瓦德沃·阿萨莫阿,320
37601,奥马尔·梅洛,2216
37605,塞尔坎·基林蒂利,5202
37629,伊戈尔·斯塔谢维奇,1169
37638,埃丁·哲科,125
37650,吉奥尔吉·马卡里泽,357
37677,尼古拉·卡兰恰,1182
37694,法比奥·维塔约利,1183
37707,艾哈迈德·穆哈马迪,34
37814,提拉信·当达,1031
37817,塞巴斯蒂安·普勒德尔,190
37824,马鲁万·费莱尼,4168
37827,埃克塞尔·维特塞尔,9
37829,佩塔尔·扎涅夫,27
37830,伊维林·波波夫,5296
37850,托马斯·胡波坎,20
37862,克里斯托弗·托塞利,2548
37870,尤利安·安奇科,5210
37894,哈斯马尼·坎波斯,1128
37899,马塞洛·马丁斯,1128
37901,托马斯·林孔,333
37902,路易斯·塞哈斯,2657
37907,布莱恩·鲁伊斯,42
37909,埃米利奥·伊萨吉雷,43
37951,史蒂文·弗莱彻,395
37952,达莱,5139
38004,伊戈尔·德卡马戈,1200
38022,达里奥·茨维塔尼奇,1237
38036,达里尔·扬马特,243
38043,阿龙·迈耶斯,351
38051,斯特凡·约维蒂奇,112
38053,戴维·兰扎法梅,337
38054,西蒙·克亚尔,15
38055,费德里科·马尔凯蒂,323
38060,萨尔瓦托雷·博凯蒂,328
38062,阿尔宾·埃克达尔,17
38080,大卫·斯托克代尔,5096
38081,基兰·吉布斯,399
38082,阿隆·拉姆齐,4
38087,卢克·丹尼尔斯,4180
38115,劳塔罗·阿科斯塔,1929
38118,克里斯蒂安·阿尔瓦雷斯,268
38120,何塞·卡列洪,124
38122,巴勃罗·皮亚蒂,361
38124,米歇尔,1247
38146,罗伯托·卡内利亚,2615
38179,约昂·蒂朗-于利安,4200
38181,尼古拉斯·恩库鲁,333
38184,纪尧姆·瓦罗,1955
38187,弗雷德里克·迪普吕,5217
38188,马尔万·马丁,4973
38190,里亚德·布德布兹,418
38211,索菲亚内·费古利,130
38217,迈克·旺阿梅尔,5216
38234,穆罕默德·优素福,209
38235,让-阿梅尔·卡纳-比伊克,36
38240,梅苏特·厄齐尔,197
38247,罗兰多,1974
38257,伊格纳西奥·斯科科,1241
38261,安德里·亚尔莫连科,30
38262,马蒂亚斯·苏亚雷斯,138
38280,博格丹·斯坦库,1230
38288,埃塞基耶尔·穆尼奥斯,1240
38297,威廉,45
38308,豪尔赫·奥尔蒂斯,1921
38323,米凯尔·特奥内斯,1832
38338,丹尼尔·瓦斯,15
38345,米兰·巴德利,24
38346,德扬·洛夫伦,24
38347,塞米赫·卡亚,5206
38352,丹尼·维尔贝克,377
38353,迭戈·卡瓦列里,1246
38362,利亚姆·库珀,3
38366,贾科莫·博纳文图拉,124
38380,路易吉·维塔莱,4234
38387,马西莫·科达,4237
38395,蒂姆·布勒克斯,349
38400,范沃尔夫斯温克尔,1706
38412,尼科利奇,22
38422,马蒂厄·多塞维,5355
38437,查尔斯·卡博雷,1753
38439,伊万·佩里西奇,24
38442,埃马纽埃尔·里维埃,1363
38448,卢瓦克·内斯托尔,4370
38456,罗宾·鲁伊特,255
38463,丹尼尔·卡里索,4095
38470,胡安·托雷斯·卡拉,4308
38477,利博尔·科扎克,175
38490,斯特韦·德里德,5194
38491,卢克·德容,10
38499,凯文·斯特罗曼,323
38509,罗曼·马丁内斯,4040
38516,瓦尔特,1930
38517,毛罗·迪亚斯,1238
38519,克里斯蒂安·瑟普纳鲁,1996
38539,让-帕斯卡尔·方丹,413
38563,卡塞拉-冈萨雷斯,32
38567,佩德罗,125
38568,布斯克茨,7
38576,塔里克·埃尔尤努西,2691
38589,法比奥,216
38590,拉斐尔,1995
38593,汤姆·克莱维利,398
38594,杰克·威尔希尔,4071
38615,赫尔德,5048
38618,萨穆埃尔·苏普拉延,180
38620,约翰·莫洛,198
38627,奥利维尔·吉鲁,8
38628,约里奇·拉维特,4370
38630,瓜伊塔,382
38635,贾斯珀·西莱森,110
