rec_idx,offset_hex,h3,h4,h3_team,count,h5,h6,h7,n_entries,edit_id_links,sample_entries
374,0x3978C4,2048034,2031641,,12,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
375,0x397B18,2015265,5292058,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
376,0x397D6C,5357600,5505051,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
377,0x397FC0,1982495,1966108,,12,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
378,0x3B3EC0,4227113,67911720,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
379,0x3B4114,70582314,3194938,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
380,0x3B4368,67928107,3211321,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
381,0x3B45BC,5914668,4358200,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
382,0x3B4810,1769517,1802295,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
383,0x3B4A64,5931054,3178550,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
384,0x3B4CB8,28917807,4341813,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
385,0x3B4F0C,35848240,4309044,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
386,0x3B5160,5996593,2818099,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
387,0x3B53B4,1785906,4374587,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
388,0x3B5608,67911720,70582314,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
389,0x3B585C,4374587,4227113,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
390,0x3B5AB0,3194938,67928107,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
391,0x3B5D04,3211321,5914668,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
392,0x3B5F58,4358200,1769517,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
393,0x3B61AC,1802295,5931054,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
394,0x3B6400,3178550,28917807,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
395,0x3B6654,4341813,35848240,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
396,0x3B68A8,4309044,5996593,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
397,0x3B6AFC,2818099,1785906,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
398,0x3B6D50,67928107,67911720,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
399,0x3B6FA4,70582314,4227113,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
400,0x3B71F8,5914668,3194938,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
401,0x3B744C,1769517,3211321,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
402,0x3B76A0,5931054,4358200,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
403,0x3B78F4,28917807,1802295,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
404,0x3B7B48,35848240,3178550,,12,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
405,0x3B7D9C,5996593,4341813,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
406,0x3B7FF0,1785906,4309044,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
407,0x3B8244,2818099,4374587,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
408,0x3B8498,67911720,5914668,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
409,0x3B86EC,4227113,67928107,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
410,0x3B8940,4374587,70582314,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
411,0x3B8B94,3194938,1769517,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
412,0x3B8DE8,3211321,5931054,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
413,0x3B903C,4358200,28917807,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
414,0x3B9290,1802295,35848240,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
415,0x3B94E4,3178550,5996593,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
416,0x3B9738,4341813,1785906,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
417,0x3B998C,4309044,2818099,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
418,0x3B9BE0,1769517,67911720,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
419,0x3B9E34,5914668,4227113,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
420,0x3BA088,67928107,70582314,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
421,0x3BA2DC,5931054,3194938,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
422,0x3BA530,28917807,3211321,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
423,0x3BA784,35848240,4358200,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
424,0x3BA9D8,5996593,1802295,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
425,0x3BAC2C,1785906,3178550,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
426,0x3BAE80,2818099,4341813,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
427,0x3BB0D4,4309044,4374587,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
428,0x3BB328,67911720,5931054,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
429,0x3BB57C,4227113,1769517,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
430,0x3BB7D0,70582314,5914668,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
431,0x3BBA24,4374587,67928107,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
432,0x3BBC78,3194938,28917807,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
433,0x3BBECC,3211321,35848240,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
434,0x3BC120,4358200,5996593,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
435,0x3BC374,1802295,1785906,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
436,0x3BC5C8,3178550,2818099,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
437,0x3BC81C,4341813,4309044,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
438,0x3BCA70,28917807,67911720,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
439,0x3BCCC4,5931054,4227113,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
440,0x3BCF18,1769517,70582314,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
441,0x3BD16C,5914668,67928107,,12,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
442,0x3BD3C0,35848240,3194938,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
443,0x3BD614,5996593,3211321,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
444,0x3BD868,1785906,4358200,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
445,0x3BDABC,2818099,1802295,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
446,0x3BDD10,4309044,3178550,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
447,0x3BDF64,4341813,4374587,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
448,0x3BE1B8,67911720,35848240,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
449,0x3BE40C,4227113,28917807,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
450,0x3BE660,70582314,5931054,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
451,0x3BE8B4,67928107,1769517,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
452,0x3BEB08,4374587,5914668,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
453,0x3BED5C,3194938,5996593,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
454,0x3BEFB0,3211321,1785906,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
455,0x3BF204,4358200,2818099,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
456,0x3BF458,1802295,4309044,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
457,0x3BF6AC,3178550,4341813,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
458,0x3BF900,5996593,67911720,,12,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
459,0x3BFB54,35848240,4227113,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
460,0x3BFDA8,28917807,70582314,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
461,0x3BFFFC,5931054,67928107,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
462,0x3C0250,1769517,5914668,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
463,0x3C04A4,1785906,3194938,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
464,0x3C06F8,2818099,3211321,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
465,0x3C094C,4309044,4358200,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
466,0x3C0BA0,4341813,1802295,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
467,0x3C0DF4,3178550,4374587,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
468,0x3C1048,67911720,1785906,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
469,0x3C129C,4227113,5996593,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
470,0x3C14F0,70582314,35848240,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
471,0x3C1744,67928107,28917807,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
472,0x3C1998,5914668,5931054,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
473,0x3C1BEC,4374587,1769517,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
474,0x3C1E40,3194938,2818099,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
475,0x3C2094,3211321,4309044,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
476,0x3C22E8,4358200,4341813,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
477,0x3C253C,1802295,3178550,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
478,0x3C2790,2818099,67911720,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
479,0x3C29E4,1785906,4227113,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
480,0x3C2C38,5996593,70582314,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
481,0x3C2E8C,35848240,67928107,,14,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
482,0x3C30E0,28917807,5914668,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
483,0x3C3334,5931054,1769517,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
484,0x3C3588,4309044,3194938,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
485,0x3C37DC,4341813,3211321,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
486,0x3C3A30,3178550,4358200,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
487,0x3C3C84,1802295,4374587,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
488,0x3C3ED8,67911720,4309044,,20,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
489,0x3C412C,4227113,2818099,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
490,0x3C4380,70582314,1785906,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
491,0x3C45D4,67928107,5996593,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
492,0x3C4828,5914668,35848240,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
493,0x3C4A7C,1769517,28917807,,11,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
494,0x3C4CD0,4374587,5931054,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
495,0x3C4F24,3194938,4341813,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
496,0x3C5178,3211321,3178550,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
497,0x3C53CC,4358200,1802295,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
498,0x3C5620,4341813,67911720,,13,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
499,0x3C5874,4309044,4227113,,15,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
500,0x3C5AC8,2818099,70582314,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
501,0x3C5D1C,1785906,67928107,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
502,0x3C5F70,5996593,5914668,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
503,0x3C61C4,35848240,1769517,,16,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
504,0x3C6418,28917807,5931054,,18,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
505,0x3C666C,3178550,3194938,,19,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
506,0x3C68C0,1802295,3211321,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
507,0x3C6B14,4358200,4374587,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
508,0x3C6D68,67911720,3178550,,17,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
509,0x3C6FBC,4227113,4341813,,21,0,0,65535,35,0,0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535;0:0:65535
