offset,cluster_count,kind,id
0xe074c,43,odd,58335
0xe074c,43,odd,58334
0xe074c,43,odd,58337
0xe074c,43,odd,56191
0xe074c,43,odd,58339
0xe074c,43,odd,58340
0xe074c,43,odd,58341
0xe074c,43,odd,55863
0xe074c,43,odd,56233
0xe074c,43,odd,58332
0xe074c,43,odd,57930
0xe074c,43,odd,58347
0xeb87c,47,even,17861
0xeb87c,47,even,17862
0xeb87c,47,even,17863
0xeb87c,47,even,17864
0xeb87c,47,even,17865
0xeb87c,47,even,17866
0xeb87c,47,even,17867
0xeb87c,47,even,17868
0xeb87c,47,even,17869
0xeb87c,47,even,17870
0xeb87c,47,even,17871
0xeb87c,47,even,17872
0xeb87c,47,even,17873
0xeb87c,47,even,17874
0xeb87c,47,even,17875
0xeb87c,47,even,17876
0xeb87c,47,even,17877
0xeb87c,47,even,17878
0xeb87c,47,even,17879
0xeb87c,47,even,17880
0xeb87c,47,even,17881
0xeb87c,47,even,17882
0xeb87c,47,even,17883
0xeb87c,47,even,17305
0xeb87c,47,odd,55096
0xeb87c,47,odd,55097
0xeb87c,47,odd,55098
0xeb87c,47,odd,55110
0xeb87c,47,odd,55100
0xeb87c,47,odd,55101
0xeb87c,47,odd,55102
0xeb87c,47,odd,55103
0xeb87c,47,odd,55104
0xeb87c,47,odd,55105
0xeb87c,47,odd,55106
0xeb87c,47,odd,53400
0xeb87c,47,odd,55107
0xeb87c,47,odd,55099
0xeb87c,47,odd,55108
0xeb87c,47,odd,55109
0xeb87c,47,odd,55111
0xeb87c,47,odd,55112
0xeb87c,47,odd,53398
0xeb87c,47,odd,55113
0xeb87c,47,odd,53399
0xeb87c,47,odd,55114
0xeb87c,47,odd,55115
0xebf0c,47,even,17884
0xebf0c,47,even,17885
0xebf0c,47,even,17886
0xebf0c,47,even,17887
0xebf0c,47,even,17888
0xebf0c,47,even,17889
0xebf0c,47,even,17890
0xebf0c,47,even,17891
0xebf0c,47,even,17892
0xebf0c,47,even,17893
0xebf0c,47,even,17894
0xebf0c,47,even,17895
0xebf0c,47,even,17896
0xebf0c,47,even,17897
0xebf0c,47,even,17898
0xebf0c,47,even,17899
0xebf0c,47,even,17900
0xebf0c,47,even,17901
0xebf0c,47,even,17902
0xebf0c,47,even,17903
0xebf0c,47,even,17904
0xebf0c,47,even,17905
0xebf0c,47,even,17906
0xebf0c,47,even,17485
0xebf0c,47,odd,52969
0xebf0c,47,odd,52970
0xebf0c,47,odd,52971
0xebf0c,47,odd,52972
0xebf0c,47,odd,52973
0xebf0c,47,odd,52974
0xebf0c,47,odd,52975
0xebf0c,47,odd,52976
0xebf0c,47,odd,52977
0xebf0c,47,odd,52978
0xebf0c,47,odd,52979
0xebf0c,47,odd,52980
0xebf0c,47,odd,52981
0xebf0c,47,odd,52982
0xebf0c,47,odd,52983
0xebf0c,47,odd,53473
0xebf0c,47,odd,52984
0xebf0c,47,odd,53478
0xebf0c,47,odd,52985
0xebf0c,47,odd,52986
0xebf0c,47,odd,52987
0xebf0c,47,odd,52988
0xebf0c,47,odd,53479
0xec59c,46,even,17907
0xec59c,46,even,17908
0xec59c,46,even,17909
0xec59c,46,even,17910
0xec59c,46,even,17911
0xec59c,46,even,17912
0xec59c,46,even,17913
0xec59c,46,even,17914
0xec59c,46,even,17915
0xec59c,46,even,17916
0xec59c,46,even,17917
0xec59c,46,even,17918
0xec59c,46,even,17919
0xec59c,46,even,17920
0xec59c,46,even,17921
0xec59c,46,even,17922
0xec59c,46,even,17923
0xec59c,46,even,17924
0xec59c,46,even,17925
0xec59c,46,even,17926
0xec59c,46,even,17927
0xec59c,46,even,17928
0xec59c,46,even,17929
0xec59c,46,odd,52317
0xec59c,46,odd,52318
0xec59c,46,odd,52319
0xec59c,46,odd,52320
0xec59c,46,odd,52321
0xec59c,46,odd,52322
0xec59c,46,odd,52323
0xec59c,46,odd,52324
0xec59c,46,odd,52325
0xec59c,46,odd,52327
0xec59c,46,odd,52326
0xec59c,46,odd,52328
0xec59c,46,odd,53377
0xec59c,46,odd,52302
0xec59c,46,odd,52329
0xec59c,46,odd,52330
0xec59c,46,odd,52331
0xec59c,46,odd,52332
0xec59c,46,odd,55144
0xec59c,46,odd,55145
0xec59c,46,odd,52310
0xec59c,46,odd,55146
0xec59c,46,odd,55147
0xedffc,8,even,16100
0xedffc,8,even,16089
0xedffc,8,even,17954
0xedffc,8,even,16982
0xedffc,8,odd,54846
0xedffc,8,odd,54847
0xedffc,8,odd,41849
0xedffc,8,odd,58346
0xee6d4,9,even,11049
0xee6d4,9,even,11329
0xee6d4,9,even,11195
0xee6d4,9,even,11454
0xee6d4,9,even,11044
0xee6d4,9,odd,43590
0xee6d4,9,odd,46981
0xee6d4,9,odd,40911
0xee6d4,9,odd,30199
0xf3bf4,10,even,18115
0xf3bf4,10,even,18116
0xf3bf4,10,even,16076
0xf3bf4,10,even,18118
0xf3bf4,10,even,18112
0xf3bf4,10,odd,59143
0xf3bf4,10,odd,39960
0xf3bf4,10,odd,54838
0xf3bf4,10,odd,59142
0xf3bf4,10,odd,57376
0x10fa1c,8,even,13368
0x10fa1c,8,even,13134
0x10fa1c,8,even,13252
0x10fa1c,8,even,13322
0x10fa1c,8,odd,35085
0x10fa1c,8,odd,46010
0x10fa1c,8,odd,58445
0x10fa1c,8,odd,33555
