src,kind,idx,date,v1_status,v2_raw,v3_money_x100,v4,v5,v6,v7_flag,v8,f2_hi(player_id),f2_lo,name
ML13,in-season,58,2021-08-30,0,4278386687,1109,36703,2834443,5357600,0,64207,65282,65535,
ML13,in-season,59,2021-08-31,0,634585087,1721,118977,2834443,1785906,0,553333,9682,65535,
ML13,in-season,60,2021-08-31,0,4278517759,8717,45288,1900625,4243725,0,15600,65284,65535,
ML13,in-season,61,2021-08-31,0,4280287231,5728,113281,1867850,38486189,0,157999,65311,65535,
ML13,in-season,62,2021-08-31,0,4294901759,3198,108991,1720338,5357600,0,3962,65534,65535,
ML13,in-season,63,2021-08-31,1,4278255615,1834,118472,4227113,1769517,0,14023,65280,65535,巴勃罗·拉万代拉
ML13,in-season,64,2021-08-31,0,4294967295,8056,103366,6340855,6373625,0,6500,65535,65535,阿部勇树
ML13,in-season,65,2021-08-31,0,4294508543,536,8574,1785906,2932752,0,108000,65528,65535,
ML13,in-season,66,2021-08-31,0,4294967295,1027,109943,1785906,1949726,0,169000,65535,65535,阿部勇树
ML13,in-season,67,2021-08-31,1,4279762943,1567,122908,3178550,1769517,0,41194,65303,65535,
ML13,in-season,68,2021-08-31,0,4291756031,8812,108075,1802295,4341813,0,8516,65486,65535,
ML13,in-season,69,2021-08-31,0,4281925631,3301,104479,3522628,3489856,0,24830,65336,65535,洛塔尔·马特乌斯
ML13,in-season,70,2021-08-31,0,4278255615,2184,113379,1851465,3489856,0,105349,65280,65535,巴勃罗·拉万代拉
ML13,in-season,71,2021-08-31,0,4294705151,11941,42343,1851465,4294967295,1,0,65531,65535,
ML13,in-season,72,2021-08-31,0,4278255615,1451,103470,67911720,1802295,0,10361,65280,65535,巴勃罗·拉万代拉
ML13,in-season,73,2021-08-31,0,4060217343,1125,43079,2097328,5357600,0,36000,61953,65535,
ML13,in-season,74,2021-08-31,0,4278255615,1205,114909,1769517,2048034,0,599267,65280,65535,巴勃罗·拉万代拉
ML13,in-season,75,2021-08-31,1,4278255615,34,133551,2916359,1654784,0,36382,65280,65535,巴勃罗·拉万代拉
ML13,in-season,76,2021-08-31,1,4294967295,12393,59933,85262717,87720318,0,1282,65535,65535,阿部勇树
ML13,in-season,77,2021-08-31,0,4278255615,3693431839,60966,85262717,4294967295,1,0,65280,65535,巴勃罗·拉万代拉
ML13,in-season,78,2021-08-31,0,4294967295,7745,100550,3293420,28836080,0,23323,65535,65535,阿部勇树
ML13,in-season,79,2021-08-31,0,4294967295,1387,100061,3571788,67911720,0,8558,65535,65535,阿部勇树
ML13,in-season,80,2021-08-31,0,4294967295,17536,1073798919,38518959,1098138164,0,16053,65535,65535,阿部勇树
ML13,in-season,81,2021-08-31,0,4278255615,3110,126097,38518959,4096093,0,60903,65280,65535,巴勃罗·拉万代拉
ML13,in-season,82,2021-08-31,1,4278583295,127,35086,38469804,6193155,0,17797,65285,65535,
ML13,in-season,83,2021-08-31,0,4294967295,15861,42605,38469804,20185594,0,48230,65535,65535,阿部勇树
ML13,in-season,84,2021-08-31,0,4278255615,7774,47640,6062359,6209777,0,33916,65280,65535,巴勃罗·拉万代拉
ML13,in-season,85,2021-08-31,0,4294967295,17519,1073780196,40730813,1095844403,0,56833,65535,65535,阿部勇树
ML13,in-season,86,2021-08-31,0,4278255615,163,38627,1835075,1671172,0,34146,65280,65535,巴勃罗·拉万代拉
ML13,in-season,87,2021-08-31,0,4278255615,15462,130355,38568114,3260906,0,40030,65280,65535,巴勃罗·拉万代拉
ML13,in-season,88,2021-08-31,0,4278255615,15334,40513,38568114,19710438,0,46736,65280,65535,巴勃罗·拉万代拉
ML13,in-season,89,2021-08-31,1,4278255615,13555,131754,29639039,2146727,0,25375,65280,65535,巴勃罗·拉万代拉
ML13,in-season,90,2021-08-31,0,4294967295,3693432033,107008,29639039,4309044,0,4400,65535,65535,阿部勇树
ML13,in-season,91,2021-08-31,1,4278255615,13923,41109,29786546,30015924,0,1466,65280,65535,巴勃罗·拉万代拉
ML13,in-season,92,2021-08-31,1,4294967295,1546,138298,4341813,1769517,0,33464,65535,65535,阿部勇树
ML13,in-season,93,2021-08-31,0,4284350463,953,983,5357600,1966108,0,7000,65373,65535,
ML13,in-season,94,2021-08-31,0,4283105279,3613,132757,4309044,32424046,0,10400,65354,65535,
ML13,in-season,95,2021-08-31,1,4292739071,8080,117739,71483637,68681978,0,1360,65501,65535,
ML13,in-season,96,2021-08-31,0,4293197823,3296,59817,70828132,4294967295,1,0,65508,65535,
ML13,in-season,97,2021-08-31,0,4294967295,8502,131362,39207172,72007943,0,3191,65535,65535,阿部勇树
ML13,in-season,98,2021-08-31,0,4278255615,18610,303458,3178550,4294967295,1,0,65280,65535,巴勃罗·拉万代拉
